StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
25555521,Mar-18,Actuals,Recurring,Product Green,High Potential,595
25555521,Mar-18,Actuals,Recurring,Support Blue,High Potential,186
25555521,Mar-18,Actuals,Recurring,Service Products,High Potential,29
25555521,Mar-18,Actuals,Recurring,Product Orange,High Potential,8306
25555521,Apr-18,Partner Fee,Not Recurring,Support Yellow,High Potential,129612
25555521,Apr-18,Actuals,Recurring,Service Licenses,High Potential,10725
25555521,Apr-18,Actuals,Recurring,Service Products,High Potential,26323
25555521,Apr-18,Actuals,Recurring,Product Green,High Potential,571
25555521,Apr-18,Actuals,Recurring,Support Blue,High Potential,220
25555521,Apr-18,Actuals,Recurring,Service Products,High Potential,26
25555521,Apr-18,Actuals,Recurring,Product Orange,High Potential,8365
25555521,May-18,Registration Fee,Not Recurring,Support Yellow,High Potential,65061
25555521,May-18,Partner Fee,Not Recurring,Support Yellow,High Potential,135323
25555521,May-18,Actuals,Recurring,Service Licenses,High Potential,10753
25555521,May-18,Actuals,Recurring,Service Products,High Potential,33947
25555521,May-18,Actuals,Recurring,Product Green,High Potential,559
25555521,May-18,Actuals,Recurring,Support Blue,High Potential,218
25555521,May-18,Actuals,Recurring,Service Products,High Potential,21
25555521,May-18,Actuals,Recurring,Product Orange,High Potential,12183
25555521,Jun-18,Partner Fee,Not Recurring,Support Yellow,High Potential,250439
25555521,Jun-18,Actuals,Recurring,Service Licenses,High Potential,9505
25555521,Jun-18,Actuals,Recurring,Service Products,High Potential,29262
25555521,Jun-18,Actuals,Recurring,Product Green,High Potential,505
25555521,Jun-18,Actuals,Recurring,Support Blue,High Potential,118
25555521,Jun-18,Actuals,Recurring,Service Products,High Potential,20
25555521,Jun-18,Actuals,Recurring,Product Orange,High Potential,11222
25555521,Jul-18,Actuals,Recurring,Service Licenses,High Potential,8818
25555521,Jul-18,Actuals,Recurring,Service Products,High Potential,33223
25555521,Jul-18,Actuals,Recurring,Product Green,High Potential,420
25555521,Jul-18,Actuals,Recurring,Support Blue,High Potential,158
25555521,Jul-18,Actuals,Recurring,Service Products,High Potential,47
25555521,Jul-18,Actuals,Recurring,Product Orange,High Potential,11169
25555521,Aug-18,Partner Fee,Not Recurring,Support Yellow,High Potential,121140
25555521,Aug-18,Actuals,Recurring,Service Licenses,High Potential,8413
25555521,Aug-18,Actuals,Recurring,Service Products,High Potential,38936
25555521,Aug-18,Actuals,Recurring,Product Green,High Potential,678
25555521,Aug-18,Actuals,Recurring,Support Blue,High Potential,187
25555521,Aug-18,Actuals,Recurring,Service Products,High Potential,90
25555521,Aug-18,Actuals,Recurring,Product Orange,High Potential,14047
25555521,Sep-18,Partner Fee,Not Recurring,Support Yellow,High Potential,88965
25555521,Sep-18,Actuals,Recurring,Service Licenses,High Potential,10580
25555521,Sep-18,Actuals,Recurring,Service Products,High Potential,37525
25555521,Sep-18,Actuals,Recurring,Product Green,High Potential,1288
25555521,Sep-18,Actuals,Recurring,Support Blue,High Potential,903
25555521,Sep-18,Actuals,Recurring,Service Products,High Potential,277
25555521,Sep-18,Actuals,Recurring,Product Orange,High Potential,17513
25555521,Oct-18,Partner Fee,Not Recurring,Support Yellow,High Potential,93530
25555521,Oct-18,Actuals,Recurring,Service Licenses,High Potential,10810
25555521,Oct-18,Actuals,Recurring,Service Products,High Potential,44523
25555521,Oct-18,Actuals,Recurring,Product Green,High Potential,1631
25555521,Oct-18,Actuals,Recurring,Support Blue,High Potential,1304
25555521,Oct-18,Actuals,Recurring,Service Licenses,High Potential,65
25555521,Oct-18,Actuals,Recurring,Service Products,High Potential,327
25555521,Oct-18,Actuals,Recurring,Product Orange,High Potential,18593
25555521,Nov-18,Partner Fee,Not Recurring,Support Yellow,High Potential,95436
25555521,Nov-18,Actuals,Recurring,Service Licenses,High Potential,9264
25555521,Nov-18,Actuals,Recurring,Service Products,High Potential,51374
25555521,Nov-18,Actuals,Recurring,Product Green,High Potential,1372
25555521,Nov-18,Actuals,Recurring,Support Blue,High Potential,1352
25555521,Nov-18,Actuals,Recurring,Service Licenses,High Potential,85
25555521,Nov-18,Actuals,Recurring,Service Products,High Potential,599
25555521,Nov-18,Actuals,Recurring,Product Orange,High Potential,15718
25555521,Dec-18,Partner Fee,Not Recurring,Support Yellow,High Potential,88234
25555521,Dec-18,Actuals,Recurring,Service Licenses,High Potential,10577
25555521,Dec-18,Actuals,Recurring,Service Products,High Potential,48762
25555521,Dec-18,Actuals,Recurring,Product Green,High Potential,1456
25555521,Dec-18,Actuals,Recurring,Support Blue,High Potential,1420
25555521,Dec-18,Actuals,Recurring,Service Licenses,High Potential,82
25555521,Dec-18,Actuals,Recurring,Service Products,High Potential,2597
25555521,Dec-18,Actuals,Recurring,Product Orange,High Potential,21093
25555521,Jan-19,Partner Fee,Not Recurring,Support Yellow,High Potential,57293
25555521,Jan-19,Actuals,Recurring,Service Licenses,High Potential,10536
25555521,Jan-19,Actuals,Recurring,Service Products,High Potential,51707
25555521,Jan-19,Actuals,Recurring,Product Green,High Potential,1706
25555521,Jan-19,Actuals,Recurring,Support Blue,High Potential,1421
25555521,Jan-19,Actuals,Recurring,Service Licenses,High Potential,85
25555521,Jan-19,Actuals,Recurring,Service Products,High Potential,9211
25555521,Jan-19,Actuals,Recurring,Product Orange,High Potential,37069
27777521,Jul-17,Actuals,Recurring,Service Products,Low Pot,130
27777521,Jul-17,Actuals,Recurring,Support Blue,Low Pot,39
27777521,Aug-17,Actuals,Recurring,Service Products,Low Pot,242
27777521,Aug-17,Actuals,Recurring,Support Blue,Low Pot,2
27777521,Sep-17,Actuals,Recurring,Service Products,Low Pot,242
27777521,Oct-17,Actuals,Recurring,Service Products,Low Pot,273
27777521,Nov-17,Actuals,Recurring,Service Products,Low Pot,264
27777521,Dec-17,Actuals,Recurring,Service Products,Low Pot,273
27777521,Jan-18,Actuals,Recurring,Service Products,Low Pot,242
27777521,Feb-18,Actuals,Recurring,Service Products,Low Pot,206
27777521,Mar-18,Actuals,Recurring,Service Products,Low Pot,227
27777521,Apr-18,Actuals,Recurring,Service Products,Low Pot,219
27777521,May-18,Actuals,Recurring,Service Products,Low Pot,228
27777521,Jun-18,Actuals,Recurring,Service Products,Low Pot,220
27777521,Jul-18,Actuals,Recurring,Service Products,Low Pot,228
27777521,Aug-18,Actuals,Recurring,Service Products,Low Pot,228
27777521,Sep-18,Actuals,Recurring,Service Products,Low Pot,220
27777521,Oct-18,Actuals,Recurring,Service Products,Low Pot,227
27777521,Nov-18,Actuals,Recurring,Service Products,Low Pot,221
27777521,Dec-18,Actuals,Recurring,Service Products,Low Pot,228
27777521,Jan-19,Actuals,Recurring,Service Products,Low Pot,228
32121521,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,85
32121521,Jul-17,Actuals,Recurring,Service Products,Low Pot,5485
32121521,Jul-17,Actuals,Recurring,Product Orange,Low Pot,64
32121521,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,227
32121521,Aug-17,Actuals,Recurring,Service Products,Low Pot,5214
32121521,Aug-17,Actuals,Recurring,Product Orange,Low Pot,69
32121521,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,219
32121521,Sep-17,Actuals,Recurring,Service Products,Low Pot,5377
32121521,Sep-17,Actuals,Recurring,Service Products,Low Pot,7
32121521,Sep-17,Actuals,Recurring,Product Orange,Low Pot,113
32121521,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,233
32121521,Oct-17,Actuals,Recurring,Service Products,Low Pot,8038
32121521,Oct-17,Actuals,Recurring,Service Products,Low Pot,14
32121521,Oct-17,Actuals,Recurring,Product Orange,Low Pot,119
32121521,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,226
32121521,Nov-17,Actuals,Recurring,Service Products,Low Pot,11714
32121521,Nov-17,Actuals,Recurring,Service Products,Low Pot,13
32121521,Nov-17,Actuals,Recurring,Product Orange,Low Pot,119
32121521,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,233
32121521,Dec-17,Actuals,Recurring,Service Products,Low Pot,16242
32121521,Dec-17,Actuals,Recurring,Service Products,Low Pot,14
32121521,Dec-17,Actuals,Recurring,Product Orange,Low Pot,167
32121521,Jan-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,3763
32121521,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,233
32121521,Jan-18,Actuals,Recurring,Service Products,Low Pot,17765
32121521,Jan-18,Actuals,Recurring,Service Products,Low Pot,14
32121521,Jan-18,Actuals,Recurring,Product Orange,Low Pot,182
32121521,Feb-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,114816
32121521,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,211
32121521,Feb-18,Actuals,Recurring,Service Products,Low Pot,20458
32121521,Feb-18,Actuals,Recurring,Service Products,Low Pot,13
32121521,Feb-18,Actuals,Recurring,Product Orange,Low Pot,174
32121521,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,233
32121521,Mar-18,Actuals,Recurring,Service Products,Low Pot,26694
32121521,Mar-18,Actuals,Recurring,Service Products,Low Pot,14
32121521,Mar-18,Actuals,Recurring,Product Orange,Low Pot,181
32121521,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,276
32121521,Apr-18,Actuals,Recurring,Service Products,Low Pot,38075
32121521,Apr-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Apr-18,Actuals,Recurring,Product Orange,Low Pot,313
32121521,May-18,Actuals,Recurring,Service Licenses,Low Pot,337
32121521,May-18,Actuals,Recurring,Service Products,Low Pot,43153
32121521,May-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,May-18,Actuals,Recurring,Product Orange,Low Pot,415
32121521,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,568
32121521,Jun-18,Actuals,Recurring,Service Products,Low Pot,41819
32121521,Jun-18,Actuals,Recurring,Product Green,Low Pot,14
32121521,Jun-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Jun-18,Actuals,Recurring,Product Orange,Low Pot,2212
32121521,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,587
32121521,Jul-18,Actuals,Recurring,Service Products,Low Pot,44249
32121521,Jul-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Jul-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Jul-18,Actuals,Recurring,Product Orange,Low Pot,2991
32121521,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,587
32121521,Aug-18,Actuals,Recurring,Service Products,Low Pot,52430
32121521,Aug-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Aug-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Aug-18,Actuals,Recurring,Product Orange,Low Pot,3478
32121521,Sep-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,4095
32121521,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,568
32121521,Sep-18,Actuals,Recurring,Service Products,Low Pot,55780
32121521,Sep-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Sep-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Sep-18,Actuals,Recurring,Product Orange,Low Pot,3437
32121521,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,588
32121521,Oct-18,Actuals,Recurring,Service Products,Low Pot,57321
32121521,Oct-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Oct-18,Actuals,Recurring,Service Products,Low Pot,17
32121521,Oct-18,Actuals,Recurring,Product Orange,Low Pot,3311
32121521,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,568
32121521,Nov-18,Actuals,Recurring,Service Products,Low Pot,56842
32121521,Nov-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Nov-18,Actuals,Recurring,Service Products,Low Pot,12
32121521,Nov-18,Actuals,Recurring,Product Orange,Low Pot,3247
32121521,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,587
32121521,Dec-18,Actuals,Recurring,Service Products,Low Pot,60815
32121521,Dec-18,Actuals,Recurring,Product Green,Low Pot,41
32121521,Dec-18,Actuals,Recurring,Service Products,Low Pot,20
32121521,Dec-18,Actuals,Recurring,Product Orange,Low Pot,3473
32121521,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,585
32121521,Jan-19,Actuals,Recurring,Service Products,Low Pot,64785
32121521,Jan-19,Actuals,Recurring,Product Green,Low Pot,41
32121521,Jan-19,Actuals,Recurring,Service Products,Low Pot,20
32121521,Jan-19,Actuals,Recurring,Product Orange,Low Pot,3523
33030521,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,790
33030521,Jul-17,Actuals,Recurring,Service Products,Low Pot,98
33030521,Jul-17,Actuals,Recurring,Service Products,Low Pot,513
33030521,Jul-17,Actuals,Recurring,Product Orange,Low Pot,340
33030521,Aug-17,Actuals,Recurring,Service Products,Low Pot,5
33030521,Sep-17,Actuals,Recurring,Service Products,Low Pot,3
33030521,Oct-17,Actuals,Recurring,Service Products,Low Pot,3
33030521,Nov-17,Actuals,Recurring,Service Products,Low Pot,3
33030521,Dec-17,Actuals,Recurring,Service Products,Low Pot,3
33030521,Jan-18,Actuals,Recurring,Service Products,Low Pot,3
33030521,Feb-18,Actuals,Recurring,Service Products,Low Pot,3
33030521,Mar-18,Actuals,Recurring,Service Products,Low Pot,3
33030521,Apr-18,Actuals,Recurring,Service Products,Low Pot,3
33030521,May-18,Actuals,Recurring,Service Products,Low Pot,3
33030521,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,421
33030521,Jun-18,Actuals,Recurring,Service Products,Low Pot,342
33030521,Jun-18,Actuals,Recurring,Product Orange,Low Pot,1544
33030521,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,512
33030521,Jul-18,Actuals,Recurring,Service Products,Low Pot,420
33030521,Jul-18,Actuals,Recurring,Product Orange,Low Pot,1816
33030521,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,503
33030521,Aug-18,Actuals,Recurring,Service Products,Low Pot,42
33030521,Aug-18,Actuals,Recurring,Product Orange,Low Pot,1799
33030521,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,494
33030521,Sep-18,Actuals,Recurring,Service Products,Low Pot,221
33030521,Sep-18,Actuals,Recurring,Product Orange,Low Pot,1788
33030521,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,411
33030521,Oct-18,Actuals,Recurring,Service Products,Low Pot,286
33030521,Oct-18,Actuals,Recurring,Product Orange,Low Pot,1939
33030521,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,393
33030521,Nov-18,Actuals,Recurring,Service Products,Low Pot,168
33030521,Nov-18,Actuals,Recurring,Product Orange,Low Pot,1765
33030521,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,645
33030521,Dec-18,Actuals,Recurring,Service Products,Low Pot,194
33030521,Dec-18,Actuals,Recurring,Product Orange,Low Pot,2012
33030521,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,579
33030521,Jan-19,Actuals,Recurring,Service Products,Low Pot,213
33030521,Jan-19,Actuals,Recurring,Service Products,Low Pot,1
33030521,Jan-19,Actuals,Recurring,Product Orange,Low Pot,2027
37878521,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,67
37878521,Jul-17,Actuals,Recurring,Service Products,Low Pot,6201
37878521,Jul-17,Actuals,Recurring,Product Green,Low Pot,18
37878521,Jul-17,Actuals,Recurring,Service Products,Low Pot,408
37878521,Jul-17,Actuals,Recurring,Product Orange,Low Pot,1207
37878521,Aug-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,1229
37878521,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,232
37878521,Aug-17,Actuals,Recurring,Service Products,Low Pot,6396
37878521,Aug-17,Actuals,Recurring,Product Green,Low Pot,18
37878521,Aug-17,Actuals,Recurring,Service Products,Low Pot,414
37878521,Aug-17,Actuals,Recurring,Product Orange,Low Pot,2026
37878521,Sep-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,1232
37878521,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,252
37878521,Sep-17,Actuals,Recurring,Service Products,Low Pot,7939
37878521,Sep-17,Actuals,Recurring,Product Green,Low Pot,18
37878521,Sep-17,Actuals,Recurring,Service Products,Low Pot,488
37878521,Sep-17,Actuals,Recurring,Product Orange,Low Pot,1192
37878521,Oct-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,1240
37878521,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,9
37878521,Oct-17,Actuals,Recurring,Service Products,Low Pot,3453
37878521,Oct-17,Actuals,Recurring,Product Green,Low Pot,18
37878521,Oct-17,Actuals,Recurring,Service Products,Low Pot,1176
37878521,Oct-17,Actuals,Recurring,Product Orange,Low Pot,1080
37878521,Nov-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,1282
37878521,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,222
37878521,Nov-17,Actuals,Recurring,Service Products,Low Pot,12349
37878521,Nov-17,Actuals,Recurring,Product Green,Low Pot,31
37878521,Nov-17,Actuals,Recurring,Service Products,Low Pot,1327
37878521,Nov-17,Actuals,Recurring,Product Orange,Low Pot,1344
37878521,Dec-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,1229
37878521,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,177
37878521,Dec-17,Actuals,Recurring,Service Products,Low Pot,7164
37878521,Dec-17,Actuals,Recurring,Product Green,Low Pot,12
37878521,Dec-17,Actuals,Recurring,Service Products,Low Pot,727
37878521,Dec-17,Actuals,Recurring,Product Orange,Low Pot,1288
37878521,Jan-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,1263
